master_utterance_id,dialogue_id,speaker,utterance,utterance_intent,grounding_modality
5_2_U261,5_2,U1,but I'm not sure about that,N,na
5_2_U262,5_2,U1,yeah like such threatening including the natural or even cause the disasters these is outbreaks poverty okay so,N,na
5_2_U263,5_2,U1,I feel like we should plus something like that,N,na
5_2_U264,5_2,U1,so bar  chart of county type,N,na
5_2_U265,5_2,U2,which is this one? ,CR,V
5_2_U266,5_2,U1,filtered by small city,N,na
5_2_U267,5_2,U1,that's good,N,na
5_2_U268,5_2,U1,and rural,N,na
5_2_U269,5_2,U1,and urban,N,na
5_2_U270,5_2,U1,and pacific,N,na
5_2_U271,5_2,U1,and southeast,N,na
5_2_U272,5_2,U1,okay okay,N,na
5_2_U273,5_2,U1,so,N,na
5_2_U274,5_2,U1,this means that we have the number of counties,N,na
5_2_U275,5_2,U2,the number of counties is higher in like rural areas,N,na
5_2_U276,5_2,U1,yeah so we have more counties that belongs to the rural areas if I'm not wrong,N,na
5_2_U277,5_2,U1,county type has number of counties,N,na
5_2_U278,5_2,U1,you know that,N,na
5_2_U279,5_2,U1,num counties,N,na
5_2_U280,5_2,U1,yeah number of counties,N,na
5_2_U281,5_2,U1,it's pretty straight forward,N,na
5_2_U282,5_2,U1,yeah,N,na
5_2_U283,5_2,U1,why we have very few urban areas in the pacific and southeast,N,na
5_2_U284,5_2,U1,"so I feel like, yeah",N,na
5_2_U285,5_2,U1,yeah,N,na
5_2_U286,5_2,U1,so hey,N,na
5_2_U287,5_2,U1,okay,N,na
5_2_U288,5_2,U2,you have another factor which I go on like,N,na
5_2_U289,5_2,U2,we haven't checked,N,na
5_2_U290,5_2,U2,let's see like the constitution of like co-existence because on that side it attached to Mexico,N,na
5_2_U291,5_2,U2,right,N,na
5_2_U292,5_2,U1,that one?,CR,V
5_2_U293,5_2,U2,yeah,N,na
5_2_U294,5_2,U2,yeah,N,na
5_2_U295,5_2,U2,I want to see that how it corelated,N,na
5_2_U296,5_2,U1,"okay, so let's just try to make you understand",N,na
5_2_U297,5_2,U2,oh,N,na
5_2_U298,5_2,U1,you are using that,N,na
5_2_U299,5_2,U1,okay,N,na
5_2_U300,5_2,U1,makes sense,N,na
5_2_U301,5_2,U2,Hispanic population,Vis,na
5_2_U302,5_2,U1,"just this time, we should plot something like that",N,na
5_2_U303,5_2,U1,I don't know maybe we were talking about social vulnerability versus county type,Vis,na
5_2_U304,5_2,U1,can I see a graph of social vulnerability versus county type,VR,na
5_2_U305,5_2,U1,this is good,N,na
5_2_U306,5_2,S,Bar chart of county type colored by social vulnerability rank,NS,na
5_2_U307,5_2,U1,here we go,N,na
5_2_U308,5_2,U2,here we go,N,na
5_2_U309,5_2,U1,that's it,N,na
5_2_U310,5_2,U1,here we go,N,na
5_2_U311,5_2,U1,so we have social vulnerability and county type,N,na
5_2_U312,5_2,U1,okay,N,na
5_2_U313,5_2,U1,let me see if I can make it come,N,na
5_2_U314,5_2,U1,why don't you decide?,N,na
5_2_U315,5_2,U1,okay,N,na
5_2_U316,5_2,U1,let's go,N,na
5_2_U317,5_2,U1,in this way,N,na
5_2_U318,5_2,U1,about type of county versus county is colored by social vulnerability ranks,Vis,na
5_2_U319,5_2,U1,so we have very high social vulnerability,N,na
5_2_U320,5_2,U1,in a rural,N,na
5_2_U321,5_2,U1,there's small cities and like,N,na
5_2_U322,5_2,U1,what are the?,N,na
5_2_U323,5_2,U1,wait,N,na
5_2_U324,5_2,U2,in rural,N,na
5_2_U325,5_2,U2,yeah we can we can like,N,na
5_2_U326,5_2,U2,present that,N,na
5_2_U327,5_2,U2,because like in rural areas,N,na
5_2_U328,5_2,U2,like in,N,na
5_2_U329,5_2,U2,there are like really small communities,N,na
5_2_U330,5_2,U1,yeah,N,na
5_2_U331,5_2,U2,tend to get along with one another,N,na
5_2_U332,5_2,U2,honestly like small towns everyone knows each other,N,na
5_2_U333,5_2,U1,yeah exactly,N,na
5_2_U334,5_2,U1,yeah exactly,N,na
5_2_U335,5_2,U1,yeah yeah yeah,N,na
5_2_U336,5_2,U1,yeah okay,N,na
5_2_U337,5_2,U1,"so social vulnerability, social vulnerability versus versus county type very low",N,na
5_2_U338,5_2,U1,I don't know why there are like four bar charts,CR,V
5_2_U339,5_2,U1,no it's not by chance,N,na
5_2_U340,5_2,U1,by chance,N,na
5_2_U341,5_2,U1,so,N,na
5_2_U342,5_2,U1,this is one matter,N,na
5_2_U343,5_2,U1,and,N,na
5_2_U344,5_2,U1,what about other factors that we discussed before?,N,na
5_2_U345,5_2,U2,"we have not discussed like latitude african-american, population,hispanic population",Vis,na
5_2_U346,5_2,U1,yeah we didn't,N,na
5_2_U347,5_2,U1,yeah we didn't,N,na
5_2_U348,5_2,U1,so let's try,N,na
5_2_U349,5_2,U1,can I see a graph of hispanic population,VR,na
5_2_U350,5_2,S,Map of african merican population filtered by medium hispanic population,NS,na
5_2_U351,5_2,U2,hispanic population,N,na
5_2_U352,5_2,U1,well actually it's filtered by medium hispanic population,N,na
5_2_U353,5_2,U1,this is not what I was looking for,N,na
5_2_U354,5_2,U1,by them,N,na
5_2_U355,5_2,U1,it's very low african-american population and not,N,na
5_2_U356,5_2,U1,oh it seems plain,N,na
5_2_U357,5_2,U1,yeah okay filter,N,na
5_2_U358,5_2,U2,filtered by hispanic population,N,na
5_2_U359,5_2,U1,very low,N,na
5_2_U360,5_2,U1,and we have still,N,na
5_2_U361,5_2,U1,at least in the more south,N,na
5_2_U362,5_2,U1,yeah,N,na
5_2_U363,5_2,U1,in the,N,na
5_2_U364,5_2,U1,southeast,N,na
5_2_U365,5_2,U1,southeast yeah,N,na
5_2_U366,5_2,U1,here,N,na
5_2_U367,5_2,U1,we didn't,N,na
5_2_U368,5_2,U1,take only an example,N,na
5_2_U369,5_2,U1,so let's,N,na
5_2_U370,5_2,U1,also,N,na
5_2_U371,5_2,U1,can I see a graph of african-american population?,VR,na
5_2_U372,5_2,U1,okay,N,na
5_2_U373,5_2,U1,I feel like it's this one but actually it's filtered,N,na
5_2_U374,5_2,U2,yes,N,na
5_2_U375,5_2,U1,can I see a graph of african-american population?,VR,na
5_2_U376,5_2,S,Map of african american population,NS,na
5_2_U377,5_2,U1,here it is more,N,na
5_2_U378,5_2,U1,complete,N,na
5_2_U379,5_2,U1,complete,N,na
5_2_U380,5_2,U1,is complete,N,na
5_2_U381,5_2,U1,okay,N,na
5_2_U382,5_2,U1,okay so very low african-american population,N,na
5_2_U383,5_2,U1,here very low so in the northwest side and while in southeast it's very concentrated while the part let's say bordering with Mexico is the concentration,N,na
5_2_U384,5_2,U2,is not that high african-american?,CR,V
5_2_U385,5_2,U1,yeah but I mean in hispanic was it filtered,N,na
5_2_U386,5_2,U1,yeah this one is filtered,N,na
5_2_U387,5_2,U1,also that's not very high concentration of hispanic,N,na
5_2_U388,5_2,U2,probably because it's close to 1 to 8,N,na
5_2_U389,5_2,U1,probably for that,N,na
5_2_U390,5_2,U1,okay,N,na
5_2_U391,5_2,U1,okay,N,na
5_2_U392,5_2,U1,okay,N,na
5_2_U393,5_2,U2,how do you store latitude and what is latitude?,N,na
5_2_U394,5_2,U2,let's see,N,na
5_2_U395,5_2,U1,can I see a graph of latitude,VR,na
5_2_U396,5_2,U1,I'm just coordinate latitude longitude so I don't know what would be a graph,N,na
5_2_U397,5_2,U1,maybe it's like,N,na
5_2_U398,5_2,U1,maybe it's just a filter,N,na
5_2_U399,5_2,U2,is this a filter?,CR,A
5_2_U400,5_2,U1,I think so,N,na
5_2_U401,5_2,U1,yeah I think so too,N,na
5_2_U402,5_2,U1,well actually,N,na
5_2_U403,5_2,U1,let's see,N,na
5_2_U404,5_2,U1,let's go definitely with with the state,Vis,na
5_2_U405,5_2,U1,so,N,na
5_2_U406,5_2,U1,let's go,N,na
5_2_U407,5_2,U1,because I feel like southern states are more like kind are more like COVID vulnerability,Vis,na
5_2_U408,5_2,U1,can I see a graph of COVID vulnerability versus state?,VR,na
5_2_U409,5_2,U1,I will,N,na
5_2_U410,5_2,U1,I want to see that state and then also another one,VR,na
5_2_U411,5_2,U1,another one like the percentage of rural areas by state,Vis,na
5_2_U412,5_2,U2,oh yeah,N,na
5_2_U413,5_2,U1,that one that one would be also,N,na
5_2_U414,5_2,U1,yeah yeah yeah,N,na
5_2_U415,5_2,U1,can I see a graph of county type versus state,VR,na
5_2_U416,5_2,U1,so county type state COVID vulnerability state,Vis,na
5_2_U417,5_2,U1,can I see a graph of COVID vulnerability rank versus state,VR,na
5_2_U418,5_2,U1,I mean we have some attributes here,N,na
5_2_U419,5_2,U1,so so we should like instead of like looking at directly the county which is like very specific information we should generalize more I guesslooking at the data by state,Vis,na
5_2_U420,5_2,U2,by state?,CR,A
5_2_U421,5_2,U1,yes,N,na
5_2_U422,5_2,U2,you want to do New York first?,Vis,na
5_2_U423,5_2,U2,you want to do New York first COVID vulnerability versus?,Vis,na
5_2_U424,5_2,U1,oh yeah,N,na
5_2_U425,5_2,U1,can I see a graph of COVID vulnerability rate versus Illinois?,VR,na
5_2_U426,5_2,U1,is it okay,N,na
5_2_U427,5_2,U1,maybe it's bigger by the,N,na
5_2_U428,5_2,U1,yeah yeah yeah,N,na
5_2_U429,5_2,U1,just show me those,N,na
5_2_U430,5_2,U1,have some data,N,na
5_2_U431,5_2,U1,internet,N,na
5_2_U432,5_2,U1,internet,N,na
5_2_U433,5_2,U1,so can I see a graph of state?,VR,na
5_2_U434,5_2,U1,I don't know what does it,N,na
5_2_U435,5_2,U1,let's see,N,na
5_2_U436,5_2,U2,I want to see state,VR,na
5_2_U437,5_2,U2,please call it,N,na
5_2_U438,5_2,U1,it's a way,N,na
5_2_U439,5_2,U1,let's try,N,na
5_2_U440,5_2,U1,COVID vulnerability rank versus state,Vis,na
5_2_U441,5_2,U1,it's not good,N,na
5_2_U442,5_2,U1,I'll just,N,na
5_2_U443,5_2,U1,I'll try not super rank count or maybe county type ,Vis,na
5_2_U444,5_2,U1,county type versus state,N,na
5_2_U445,5_2,U1,yeah,N,na
5_2_U446,5_2,U1,I want to see that data,N,na
5_2_U447,5_2,U1,it worked,N,na
5_2_U448,5_2,U1,here,N,na
5_2_U449,5_2,U1,maybe let's try just COVID vulnerability rank state,Vis,na
5_2_U450,5_2,U1,maybe there be no one you have this right ,N,na
5_2_U451,5_2,U1,social vulnerability rank filtered by state,Vis,na
5_2_U452,5_2,U1, is there a way of count because these like are the county attributes so because like I would filter data by a from like an higher point of view,N,na
5_2_U453,5_2,U1,an higher level point of view,N,na
5_2_U454,5_2,U1,  because I mean it's just to see with it now actually we can see this is like really to the south,N,na
5_2_U455,5_2,U1,east part,N,na
5_2_U456,5_2,U2,which one?,CR,A
5_2_U457,5_2,S,Map of county  type ,NS,na
5_2_U458,5_2,U1,no,N,na
5_2_U459,5_2,U1,is the map county is the state,N,na
5_2_U460,5_2,U1,county,N,na
5_2_U461,5_2,U1,let's discuss about,N,na
5_2_U462,5_2,U1,we have few minutes,N,na
5_2_U463,5_2,U1,the relation that maybe we think are important even if we don't have the graph for,N,na
5_2_U464,5_2,U2,like?,CR,A
5_2_U465,5_2,U1,yeah because the first one we have this chart here which is the social vulnerability for county like so the county type and social vulnerability and we find that the small cities and rural urban area are a suburb too but I mean not very much,N,na
5_2_U466,5_2,U1,so I mean small cities and rural areas are more likely to have a very high social vulnerability which is also,N,na
5_2_U467,5_2,U1,I would like to plot social vulnerability rank versus COVID vulnerability,VR,na
5_2_U468,5_2,S,Map of covid vulnerability filtered by small city,NS,na
5_2_U469,5_2,U1,but it's not,N,na
5_2_U470,5_2,U1,because anyways,N,na
5_2_U471,5_2,U1,that's,N,na
5_2_U472,5_2,U1,that's not exactly what it was looking for,N,na
5_2_U473,5_2,U1,this is a map of COVID vulnerability filtered by small city,N,na
5_2_U474,5_2,U1,yeah I feel like the majority of small cities are very high covid vulnerability,N,na
5_2_U475,5_2,U2,yeah,N,na
5_2_U476,5_2,U2,after all to say small cities it's probably ,N,na
5_2_U477,5_2,U2,I want to see that the graph of doctors versus the small cities,N,na
5_2_U478,5_2,U1,can you see a graph of availability of doctors  with access to doctors,VR,na
5_2_U479,5_2,U2,access to doctors,Vis,na
5_2_U480,5_2,U1,can you see a graph of access to doctors filtered by small cities please,VR,na
5_2_U481,5_2,U1,let's try again,N,na
5_2_U482,5_2,U1,COVID vulnerability rank filtered by  ,VR,na
5_2_U483,5_2,U1,sorry my bad,N,na
5_2_U484,5_2,U2,access to doctors filtered by small cities,VR,na
5_2_U485,5_2,U1,okay,N,na
5_2_U486,5_2,S,Map of covid vulnerability filtered by small city,NS,na
5_2_U487,5_2,U2,is it the same one?,CR,V
5_2_U488,5_2,U1,yeah but because I was,N,na
5_2_U489,5_2,U2,access of doctors versus filtered by small cities,VR,na
5_2_U490,5_2,U1,okay access of doctors filtered by small cities,VR,na
5_2_U491,5_2,U1,"was it called access, access  to doctor",N,na
5_2_U492,5_2,S,Map of access to doctors,NS,na
5_2_U493,5_2,U1,was it the same one? access to doctors filtered by small city?,CR,V
5_2_U494,5_2,U2,Let's just compare this to,N,na
5_2_U495,5_2,U1,"yeah, yeah, let's just",N,na
5_2_U496,5_2,U2,"okay, so let's just try to make you understand, it's the same one",N,na
6_1_U1,6_1,U1,"So, if we speak out it will create the charts first or?",CR,K
6_1_U2,6_1,U1, so here I think can you make a chart for covid cases and poverty?,VR,na
6_1_U3,6_1,S,Line chart of num cases vs date,NS,na
6_1_U4,6_1,U1,I asked for good number of cases versus poverty based on region I guess.,VR,na
6_1_U5,6_1,S,Line chart of num cases vs date colored by regions,NS,na
6_1_U6,6_1,U2,Hey Artie can you give us the observation between COVID-19 and elderly people?,VR,na
6_1_U7,6_1,U2,"Hello Artie, can you give me the charted main COVID risk and elderly population?",VR,na
6_1_U8,6_1,U1,"Hi Artie, can you give COVID cases versus elderly percentage?",VR,na
6_1_U9,6_1,U1,"So Artie, can you give a chart for poverty rate versus COVID cases?",VR,na
6_1_U10,6_1,S,Line chart of num cases vs date,NS,na
6_1_U11,6_1,U2,"Hello Artie, can you give me the chart between county and covid cases?",VR,na
6_1_U12,6_1,U2,Can you give me the chart between county and covid cases?,VR,na
6_1_U13,6_1,S,Line chart of num cases vs date colored by county type,NS,na
6_1_U14,6_1,U2,Hey Artie can you give me a chart for access to doctors vs the county type?,VR,na
6_1_U15,6_1,U2,"Hello Artie, can you give me a chart for county types and acccess to doctors?",VR,na
6_1_U16,6_1,S,Map of county type,NS,na
6_1_U17,6_1,U1,Artie can you give me a chart between county types and access to doctors?,VR,na
6_1_U18,6_1,S,Map of county type,NS,na
6_1_U19,6_1,U1,Artie Can you give chart for covid cases in between diabetes and cardiovascular disease patients?,VR,na
6_1_U20,6_1,U2,"Hey Artie, can you give me the chart between region and poverty rate?",VR,na
6_1_U21,6_1,U2,"Hey Artie, can you give me the chart between poverty rate and region?",VR,na
6_1_U22,6_1,S,Map of Region,NS,na
6_1_U23,6_1,U1,"Here Artie, can you give a map of regions based on access to doctors?",VR,na
6_1_U24,6_1,U1,I don't know if it has elderly percentage,Vis,na
6_1_U25,6_1,U2,Are you talking about elderly population?,CR,A
6_1_U26,6_1,U1,yes,N,na
6_1_U27,6_1,U2,Elderly population versus diabetes?,CR,A
6_1_U28,6_1,U1,No elderly population versus covid cases,N,na
6_1_U29,6_1,U2,covid cases?,CR,A
6_1_U30,6_1,U1,yes,N,na
6_1_U31,6_1,U1,Artie can you give a chart for elderly population and covid cases?,VR,na
6_1_U32,6_1,S,Line chart of num cases vs date colored by elderly percentage,NS,na
6_1_U33,6_1,U1,Artie can you give a chart for diabetes patients versus covid cases?,VR,na
6_1_U34,6_1,S,Line chart of num cases vs date colored by diabetes rate,NS,na
6_1_U35,6_1,U1,These two graphs seems similar,N,na
6_1_U36,6_1,U2,Is it the same graph?,CR,V
6_1_U37,6_1,U1,Diabetes rate and elderly percentage,N,na
6_1_U38,6_1,U1,"Here Artie, can you give me the chart for cardiovascular disease versus COVID cases?",VR,na
6_1_U39,6_1,U1,Let us look at access to doctors,Vis,na
6_1_U40,6_1,U2,Access to doctors versus county type?,CR,A
6_1_U41,6_1,U1,"No, covid cases",N,na
6_1_U42,6_1,U1,"If there is more access there will be less covid cases, likely",N,na
6_1_U43,6_1,U1,"Here Artie, can you give me the chart for access to doctors in a region versus COVID cases?",VR,na
6_1_U44,6_1,U2,"Here Artie, can you give me the chart between COVID cases and access to doctors?",VR,na
6_1_U45,6_1,U1,"Here Artie, can you give a chart between uninsured in a region versus COVID cases?",VR,na
6_1_U46,6_1,S,Line chart of num cases vs date colored by regions,NS,na
6_1_U47,6_1,U1,"Here Artie, can you give me the chart for African American population in a region versus COVID cases?",VR,na
6_1_U48,6_1,U2,African american is not related to covid cases,N,na
6_1_U49,6_1,S,Line chart of num cases vs date colored by African American Population,NS,na
6_1_U50,6_1,U2,number Covid cases is not related to diabetes or even this output,N,na
6_1_U51,6_1,U1,well like where ever elderly people are diabetes rate is high,N,na
6_1_U52,6_1,U2,what is this chart?,N,na
6_1_U53,6_1,U2,let us do access to doctors,Vis,na
6_1_U54,6_1,U2,"Here Artie, can you give me the chart for access to doctors versus COVID cases?",VR,na
6_1_U55,6_1,U2,"Here Artie, can you give me the chart between access to doctors versus the region?",VR,na
6_1_U56,6_1,U1,"Here Artie, can you give me the chart for covid risk for different counties?",VR,na
6_1_U57,6_1,U2,"Maybe we should ask the diabetes rate vs covid vulnerability rank, or elderly percentage vs covid vulnerability",Vis,na
6_1_U58,6_1,U2,"Here Artie, can you give me the chart between elderly and covid vulnerability rank?",VR,na
6_1_U59,6_1,U1,"Here Artie, can you give me the chart for uninsured population?",VR,na
6_1_U60,6_1,U2,"There is no chart for uninsured here, maybe we can ask for African American population or hispanic population",Vis,na
6_1_U61,6_1,U1,No chart for uninsured?,CR,A
6_1_U62,6_1,U1,"Here Artie, can you get a chart for uninsured rate versus COVID cases?",VR,na
6_1_U63,6_1,U1,"Here Artie, can you get a chart for cardiovascular disease rate versus COVID cases?",VR,na
6_1_U64,6_1,U2,"Here Artie, can you get a chart between uninsured rate and African American population?",VR,na
6_1_U65,6_1,U1,chart for poverty?,Vis,na
6_1_U66,6_1,U2,there is no chart for poverty,N,na
6_1_U67,6_1,U2,"map of county type, this one?",N,na
6_1_U68,6_1,U1,"so out of seven, covid risk, poverty, uninsured and access to doctors",N,na
6_1_U69,6_1,U2,let us see access to doctors,Vis,na
6_1_U70,6_1,U2,"Here Artie, can you get a chart between uninsured rate versus COVID cardiovascular disease?",VR,na
6_1_U71,6_1,S,Map of covid vulnerability rank,NS,na
6_1_U72,6_1,U1,"Here Artie, can you get a chart for access to doctors versus COVID cases?",VR,na
6_1_U73,6_1,U2,we can not get access to doctors,N,na
6_1_U74,6_1,U1,but we can't,N,na
6_1_U75,6_1,U2,we have this same graph for access to doctors,N,na
6_1_U76,6_1,U1,county or like region related attributes,N,na
6_1_U77,6_1,U2,"so actually if we have a county map and access to doctors, we can map both like this visualization and if it is dark there are high chances that",Vis,na
6_1_U78,6_1,U1,But how will you put the results in this format?,N,na
6_1_U79,6_1,U2,what?,CR,A
6_1_U80,6_1,U1,if you assume covid risk is like ,N,na
6_1_U81,6_1,U2,what I am saying is probability of getting,N,na
6_1_U82,6_1,U1,we don’t have that?,N,na
6_1_U83,6_1,U2,"Here Artie, can you get a chart between diabetes rate and elderly percentage?",VR,na
6_1_U84,6_1,S,Map of elderly percentage filtered by medium hispanic pouplation,NS,na
6_1_U85,6_1,U1,if you compare with the dark areas in the center of the map,N,na
6_1_U86,6_1,U2,that is not elderly population,N,na
6_1_U87,6_1,U1,what?,CR,A
6_1_U88,6_1,U2,we do not have elderly population,N,na
6_1_U89,6_1,U2,we can have elderly percentage versus diabetes rate,Vis,na
6_1_U90,6_1,U1,"Here Artie, can you get a chart for diabetes rates in elderly population?",VR,na
6_1_U91,6_1,U2,Do we have any graph for cardiovascular diseases?,Vis,na
6_1_U92,6_1,U1,We have this,N,na
6_1_U93,6_1,U1,If we compare diabetes rate with these three,N,na
6_1_U94,6_1,U2,Let's put it on one side,N,na
6_1_U95,6_1,U1,"here we see the elderly population is very low, we have, not cardio actually",N,na
6_1_U96,6_1,U1,then we have,N,na
6_1_U97,6_1,U2,one second remove these both and move this,N,na
6_1_U98,6_1,U1,this one?,CR,V
6_1_U99,6_1,U2,yeah,N,na
6_1_U100,6_1,U2,this is region?,CR,V
6_1_U101,6_1,U2,is the region has low elderly people?,CR,V
6_1_U102,6_1,U1,yeah,N,na
6_1_U103,6_1,U1,For these three the priority is southeast,N,na
6_1_U104,6_1,U2,yeah,N,na
6_1_U105,6_1,U1,but access to doctors we don't have any facts,N,na
6_1_U106,6_1,U1,"Here Artie, can you get a chart for access to doctors versus COVID rates?",VR,na
6_1_U107,6_1,U2,hey artie can you give us a chart for access to doctors?,VR,na
6_1_U108,6_1,U1,Can you give a map for access to doctors in different regions?,VR,na
6_1_U109,6_1,S,Bar chart of access to doctors vs num counties colored by region,NS,na
6_1_U110,6_1,U1,access to doctors vs num counties colored by region,N,na
6_1_U111,6_1,U1,So if you see the chart with the region versus the number of cases the top access is midwest and southeast right?,N,na
6_1_U112,6_1,U2,yeah,N,na
6_1_U113,6_1,U1,And they also have high cases,N,na
6_1_U114,6_1,U1,I think it is not at all proportional relation to ,N,na
6_1_U115,6_1,U2,"if you see the  midwest, access to doctors versus the covid case decreased after November 2020 so there is no use of access to doctors",N,na
6_1_U116,6_1,U2,we need to prioritize ,N,na
6_1_U117,6_1,U1,yeah,N,na
6_1_U118,6_1,U1,"Here Artie, can you get a chart for uninsured in different regions?",VR,na
6_1_U119,6_1,U2,Artie can you give the chart for uninsured rate and region?,VR,na
6_1_U120,6_1,U2,Artie can you give a chart for region and uninsured rate?,VR,na
6_1_U121,6_1,U1,"Artie can you give a pie chart for number of people who had covid cases based on diabetes, cardiovascular diesease and elderly population?",VR,na
6_1_U122,6_1,U2,"Actually if we see these two charts there is high chance of covid vulnerability, there should actually be cases ",N,na
6_1_U123,6_1,U1,what?,CR,V
6_1_U124,6_1,U2,"this is the region, southwest",N,na
6_1_U125,6_1,U1,okay,N,na
6_1_U126,6_1,U1,county type is on top,N,na
6_1_U127,6_1,U2,what?,CR,V
6_1_U128,6_1,U1,top,N,na
6_1_U129,6_1,U2,these both are related,N,na
6_1_U130,6_1,U1,but we don't have both those attributes in these chart,N,na
6_1_U131,6_1,U2,in also like diabetes rate versus,N,na
6_1_U132,6_1,U1,at least based on the charts we have we should try to proiritize resources,N,na
6_1_U133,6_1,U2,since we don't have anything from uninsured rate,N,na
6_1_U134,6_1,U1,yeah,N,na
6_1_U135,6_1,U1,we don't have poverty also right?,N,na
6_1_U136,6_1,U2,yeah,N,na
6_1_U137,6_1,U1,hey artie can we get a chart for poverty rate versus covid cases?,VR,na
6_1_U138,6_1,U1,Artie can you give a chart for number of cases versus poverty rate?,VR,na
6_1_U139,6_1,U2,no?,N,na
6_1_U140,6_1,U1,for those which we don't have data we can put it in last,N,na
6_1_U141,6_1,U2,we didn’t check hispanic population,Vis,na
6_1_U142,6_1,U2,artie can you give a chart for covid vulnerability rank for the elderly population?,VR,na
6_1_U143,6_1,U2,I think we can ask that like if covid vulnerability rabk is proportional to the elderly percentage,Vis,na
6_1_U144,6_1,U1,covid vulnerability?,CR,A
6_1_U145,6_1,U2,yeah and elderly percentage,N,na
6_1_U146,6_1,U1,hey artie can you give us a map of elderly percentage in different regions?,VR,na
6_1_U147,6_1,U2,I don't think we have much time so wrap up the answers,N,na
7_2_U1,7_2,U1,"So, this time we'll try for the other than map.",N,na
7_2_U2,7_2,U2,"Okay, but we'll have to try whether, you know, it displays in a different format other than maps. . .",N,na
7_2_U3,7_2,U1,"Yeah, we can try that",N,na
7_2_U4,7_2,U2,"Okay. Yeah, we could",N,na
7_2_U5,7_2,U1,Let's have a bar plot for the high-povert rate.,Vis,na
7_2_U6,7_2,U2,Okay.,N,na
7_2_U7,7_2,U2,"Poverty rate with respect to, with respect to regions, county type, and also accessibility to the doctors would give us some kind of different combinations.",Vis,na
7_2_U8,7_2,U2,"Firstly, let's grab this region.",N,na
7_2_U9,7_2,U2,This one already had it.,N,na
7_2_U10,7_2,S,Map of regions,NS,na
7_2_U11,7_2,U1,"Hey, auntie, can you give us a bar plot for the high-poverty rate?",VR,na
7_2_U12,7_2,U2,"Hey, auntie, can you create a visualization for poverty rate in a bar chart format?",VR,na
7_2_U13,7_2,S,Map of povert rate,NS,na
7_2_U14,7_2,U2,It's only of the map type.,N,na
7_2_U15,7_2,U1,Can you give us a different version of it?,Vis,na
7_2_U16,7_2,U2,"Okay, and poverty rate, Not covered by insurance.",Vis,na
7_2_U17,7_2,U2,"So, I mean, so far we haven't looked at the visualization for, you know, how basically it's everything with respect to uninsured on basis, yeah, accessibility.",N,na
7_2_U18,7_2,U1,"Can we get some more complex visualizations like on top of the states, we can get a bar chart?",VR,na
7_2_U19,7_2,U2,"I'm not really sure whether that gives the, so for every region, you can be expected the type of complexity, like on top of the states, we can get a bar chart.",N,na
7_2_U20,7_2,U2,"Hey, auntie, can you give us a complex visualization for two different properties of region and accessibility, access to doctors?",VR,na
7_2_U21,7_2,S,Bar chart of access to doctors vs num counties colored by region,NS,na
7_2_U22,7_2,U2,We don't maximize.,N,na
7_2_U23,7_2,U2,I think this one.,N,na
7_2_U24,7_2,U1,Keep it in the middle.,N,na
7_2_U25,7_2,U1,It's just the number of counties ones.,N,na
7_2_U26,7_2,U2,"No, it's the access of doctors.",N,na
7_2_U27,7_2,U2,"So, we need to build.",N,na
7_2_U28,7_2,U1,I didn't get this plot.,N,na
7_2_U29,7_2,U1,"We need to, this is our visualization for doctors, right?",CR,V
7_2_U30,7_2,U2,Yeah.,N,na
7_2_U31,7_2,U2,"So, it's just the range of, you know, the percentage of having each accessibility in a particular region.",N,na
7_2_U32,7_2,U1,"But if you see the number of counties, how can it be more than 200?",N,na
7_2_U33,7_2,U1,There are only fifty two states.,N,na
7_2_U34,7_2,U2,"Sorry, I didn't get you.",CR,A
7_2_U35,7_2,U1,This one is the right.,N,na
7_2_U36,7_2,U1,"It's about 200, but very low.",N,na
7_2_U37,7_2,U2,"I think the number of counties, I think the number of regions where there is a low accessibility doctors is more than 200.",N,na
7_2_U38,7_2,U1,"So, if we take a threshold like 150, let's suppose it's 150, and here the access to doctors is very high, and the doctors are.",N,na
7_2_U39,7_2,U2,"No, I think we have to look at the label onto which that, you know, the bar chart has been generated. I mean, the rate at which the accessibility is there is something has been shown as a bar chart in that level.",N,na
7_2_U40,7_2,U2,"Okay, let's first also for poverty.",N,na
7_2_U41,7_2,U1,"Hey, Arti, can we get a visualization for elderly population as well as for the doctors?",VR,na
7_2_U42,7_2,S,Map of elderly percentage,NS,na
7_2_U43,7_2,U2,"Hey, Arti, can you create a bar chart for elderly population with respect to access to doctors?",VR,na
7_2_U44,7_2,S,Heatmap chart of access to doctors vs elderly percentage colored by num counties ,NS,na
7_2_U45,7_2,U2,heatmap chart.,N,na
7_2_U46,7_2,U1,"So, can you zoom it?",N,na
7_2_U47,7_2,U2,Can we meet a marginalized?,Vis,na
7_2_U48,7_2,U2,"Okay. So, for elderly percentage...",N,na
7_2_U49,7_2,U1,"So, there is a high relationship between this very low access to doctors and elderly percentage.",N,na
7_2_U50,7_2,U2,"Right. So, this has to be...",N,na
7_2_U51,7_2,U2,You can have priority of the resource.,N,na
7_2_U52,7_2,U1,We need to check for higher level percentages.,N,na
7_2_U53,7_2,U2,It's a very low elderly percentages and very low access to the doctors.,N,na
7_2_U54,7_2,U2,"So, it's hardly elderly percentage.",N,na
7_2_U55,7_2,U2,The number of...,N,na
7_2_U56,7_2,S,Map of elderly percentage,NS,na
